,dice_score_ig,iou_score_ig,dice_score_saliency,iou_score_saliency,dice_score_deep_lift,iou_score_deep_lift,dice_score_grad_cam,iou_score_grad_cam,label_ground_truth,label_predicted
ISIC_0015986,0.07921381774865992,0.04124031007751938,0.07902554961378491,0.04113826167646149,0.07921381774865992,0.04124031007751938,0.07921381774865992,0.04124031007751938,2,2
ISIC_0012372,0.24853493613824193,0.14190116678105696,0.09950831187075626,0.052359246026857216,0.24853493613824193,0.14190116678105696,0.24853493613824193,0.14190116678105696,1,2
ISIC_0015229,0.9772464808514623,0.95550537109375,0.9772464808514623,0.95550537109375,0.9772464808514623,0.95550537109375,0.9772464808514623,0.95550537109375,0,1
ISIC_0016030,0.17003867062713668,0.09291926987627099,0.17022947876339561,0.09303323929841777,0.17003867062713668,0.09291926987627099,0.17003867062713668,0.09291926987627099,2,2
ISIC_0015078,0.6768359295974105,0.5115283468900985,0.677085020242915,0.5118129514016403,0.6768359295974105,0.5115283468900985,0.6768359295974105,0.5115283468900985,2,0
ISIC_0015035,0.0594716265845279,0.030647130647130646,0.05946810400995084,0.030645259752151884,0.0594716265845279,0.030647130647130646,0.0594716265845279,0.030647130647130646,2,2
ISIC_0013271,0.20618556701030927,0.11494252873563218,0.06998527245949926,0.03626152249557414,0.20618556701030927,0.11494252873563218,0.20618556701030927,0.11494252873563218,1,0
ISIC_0012705,0.028652947247010258,0.014534704686826385,0.02861820166131086,0.014516823522175063,0.028652947247010258,0.014534704686826385,0.028652947247010258,0.014534704686826385,1,2
ISIC_0015996,0.08464115676247576,0.04419075676670963,0.08455666470933647,0.04414469650521153,0.08464115676247576,0.04419075676670963,0.08464115676247576,0.04419075676670963,2,2
ISIC_0016051,0.056244437852269354,0.02893596239545815,0.056291194109613446,0.028960713631086942,0.056244437852269354,0.02893596239545815,0.056244437852269354,0.02893596239545815,2,2
ISIC_0014883,0.5066083310545985,0.3392333984375,0.5066083310545985,0.3392333984375,0.5066083310545985,0.3392333984375,0.5066083310545985,0.3392333984375,0,2
ISIC_0014872,0.6405779650812763,0.4712134632418069,0.594356341164175,0.422835714747527,0.6405779650812763,0.4712134632418069,0.6405779650812763,0.4712134632418069,0,1
ISIC_0015961,0.10868055555555556,0.057462823572608776,0.10910992330931908,0.05770294352608615,0.10868055555555556,0.057462823572608776,0.10868055555555556,0.057462823572608776,2,2
ISIC_0016044,0.10980483002258644,0.05809179484037012,0.10962705984388552,0.05799229216369976,0.10980483002258644,0.05809179484037012,0.10980483002258644,0.05809179484037012,2,2
ISIC_0013966,0.0522860068670562,0.02684480732356034,0.05215719264511477,0.026776900296150048,0.0522860068670562,0.02684480732356034,0.0522860068670562,0.02684480732356034,2,2
ISIC_0014982,0.5522025361198251,0.38140869140625,0.5522025361198251,0.38140869140625,0.5522025361198251,0.38140869140625,0.5522025361198251,0.38140869140625,0,2
ISIC_0013072,0.40384995064165846,0.2530150287587358,0.40657712818487063,0.255159590951348,0.40384995064165846,0.2530150287587358,0.40384995064165846,0.2530150287587358,0,2
ISIC_0015436,0.49231618662004234,0.3265380859375,0.8313356164383562,0.7113553113553114,0.49231618662004234,0.3265380859375,0.49231618662004234,0.3265380859375,2,1
ISIC_0013176,0.090157688023917,0.047206875383670965,0.09042271738491386,0.04735221674876847,0.090157688023917,0.047206875383670965,0.090157688023917,0.047206875383670965,2,2
ISIC_0014574,0.31091370558375636,0.18407212622088656,0.06770833333333333,0.03504043126684636,0.31091370558375636,0.18407212622088656,0.31091370558375636,0.18407212622088656,1,1
ISIC_0015939,0.0824584844435961,0.04300218992633884,0.11093585699263933,0.05872529919287504,0.0824584844435961,0.04300218992633884,0.0824584844435961,0.04300218992633884,2,2
ISIC_0016003,0.07598856598380181,0.03949486195369568,0.07592526478638581,0.039460663038099954,0.07598856598380181,0.03949486195369568,0.07598856598380181,0.03949486195369568,2,2
ISIC_0014790,0.9396395228215768,0.8861510241516356,0.9399332231190638,0.8866735979450798,0.9396395228215768,0.8861510241516356,0.9396395228215768,0.8861510241516356,0,0
ISIC_0014644,0.09383786316776008,0.04922868907872903,0.09347103098197095,0.049026808666911496,0.09383786316776008,0.04922868907872903,0.09383786316776008,0.04922868907872903,1,2
ISIC_0014957,0.518826560593048,0.35028076171875,0.518826560593048,0.35028076171875,0.518826560593048,0.35028076171875,0.518826560593048,0.35028076171875,2,2
ISIC_0013565,0.047899910634495085,0.024537630470609778,0.047897057071369,0.0245361328125,0.047899910634495085,0.024537630470609778,0.047899910634495085,0.024537630470609778,0,1
ISIC_0014541,0.3963698798135884,0.24717038849801162,0.4001584786053883,0.2501238236750867,0.3963698798135884,0.24717038849801162,0.3963698798135884,0.24717038849801162,0,2
ISIC_0014117,0.07392973132565692,0.03838371451345882,0.0739515652687537,0.0383954857703631,0.07392973132565692,0.03838371451345882,0.07392973132565692,0.03838371451345882,2,2
ISIC_0012387,0.23486317603964663,0.133056640625,0.8189184096476352,0.6933631142310147,0.23486317603964663,0.133056640625,0.23486317603964663,0.133056640625,1,2
ISIC_0015115,0.6619217081850534,0.4946808510638298,0.5744886455145756,0.40300531013444807,0.6619217081850534,0.4946808510638298,0.6619217081850534,0.4946808510638298,0,2
ISIC_0015386,0.6515925394548063,0.48323118828736805,0.6112187769164513,0.44011163656097374,0.6515925394548063,0.48323118828736805,0.6515925394548063,0.48323118828736805,2,2
ISIC_0013393,0.4379826484888931,0.2803955078125,0.1402097902097902,0.07539011092310585,0.4379826484888931,0.2803955078125,0.4379826484888931,0.2803955078125,1,2
ISIC_0016042,0.050392004309055,0.025847249508840865,0.4008438818565401,0.25065963060686014,0.050392004309055,0.025847249508840865,0.050392004309055,0.025847249508840865,2,2
ISIC_0016070,0.06472436931962966,0.03344452247191011,0.04835532207032416,0.024776703780741465,0.06472436931962966,0.03344452247191011,0.06472436931962966,0.03344452247191011,2,2
ISIC_0016056,0.024129818423116366,0.01221224888563229,0.024138555307464848,0.012216724696108973,0.024129818423116366,0.01221224888563229,0.024129818423116366,0.01221224888563229,2,2
ISIC_0016041,0.16156670746634028,0.08788282290279627,0.08867283589082817,0.04639333210761782,0.16156670746634028,0.08788282290279627,0.16156670746634028,0.08788282290279627,2,2
ISIC_0015241,0.26634151513545035,0.15362974741606017,0.2662286047374278,0.15355461825294944,0.26634151513545035,0.15362974741606017,0.26634151513545035,0.15362974741606017,2,2
ISIC_0015974,0.338952597368282,0.20405955713922116,0.3387020119343085,0.2038779402415766,0.338952597368282,0.20405955713922116,0.338952597368282,0.20405955713922116,2,2
ISIC_0015218,0.4442123255151458,0.2855224609375,0.4442123255151458,0.2855224609375,0.4442123255151458,0.2855224609375,0.4442123255151458,0.2855224609375,2,2
ISIC_0014835,0.602448839797928,0.4310746232079402,0.6023962344886606,0.431020758067479,0.602448839797928,0.4310746232079402,0.602448839797928,0.4310746232079402,2,2
ISIC_0015291,0.8361216046051448,0.7183925811437404,0.3293565820332416,0.1971435546875,0.8361216046051448,0.7183925811437404,0.8361216046051448,0.7183925811437404,2,2
ISIC_0014947,0.6510948905109489,0.48268398268398266,0.37878562577447333,0.23364314540785128,0.6510948905109489,0.48268398268398266,0.6510948905109489,0.48268398268398266,2,2
ISIC_0012448,0.03570759722829141,0.018178351236255004,0.03496759995109427,0.017794922847187655,0.03570759722829141,0.018178351236255004,0.03570759722829141,0.018178351236255004,1,0
ISIC_0015979,0.11055276381909548,0.05851063829787234,0.1086822279856737,0.05746375865221366,0.11055276381909548,0.05851063829787234,0.11055276381909548,0.05851063829787234,2,2
ISIC_0014392,0.7345623048252241,0.5804808151568221,0.4006903353057199,0.2505395572547327,0.7345623048252241,0.5804808151568221,0.7345623048252241,0.5804808151568221,1,0
ISIC_0015020,0.13804046013486712,0.07413719642096293,0.09818448261825287,0.05162671232876712,0.13804046013486712,0.07413719642096293,0.13804046013486712,0.07413719642096293,2,2
ISIC_0014974,0.2688081149619611,0.1552734375,0.2688081149619611,0.1552734375,0.2688081149619611,0.1552734375,0.2688081149619611,0.1552734375,2,2
ISIC_0015980,0.14402679568291776,0.07760176458792861,0.09181566058889479,0.04811676665223576,0.14402679568291776,0.07760176458792861,0.14402679568291776,0.07760176458792861,2,2
ISIC_0016071,0.062251176257690916,0.03212551363466567,0.06214621221245333,0.03206960845245494,0.062251176257690916,0.03212551363466567,0.062251176257690916,0.03212551363466567,2,2
ISIC_0014740,0.7112404625186817,0.5518798828125,0.7112404625186817,0.5518798828125,0.7112404625186817,0.5518798828125,0.7112404625186817,0.5518798828125,2,2
ISIC_0015958,0.0012961762799740765,0.0006485084306095979,0.0663434247871334,0.03430982814506758,0.0012961762799740765,0.0006485084306095979,0.0012961762799740765,0.0006485084306095979,2,1
ISIC_0013696,0.07317601212383633,0.03797752808988764,0.0989399293286219,0.05204460966542751,0.07317601212383633,0.03797752808988764,0.07317601212383633,0.03797752808988764,0,1
ISIC_0013457,0.48366496992133273,0.3189697265625,0.4837769034945614,0.3190670981134379,0.48366496992133273,0.3189697265625,0.48366496992133273,0.3189697265625,0,0
ISIC_0015232,0.5132486388384755,0.34521484375,0.5142598050328724,0.34613037109375,0.5132486388384755,0.34521484375,0.5132486388384755,0.34521484375,2,1
ISIC_0015617,0.7486800015416041,0.598312184304546,0.06297622326264574,0.032511848341232226,0.7486800015416041,0.598312184304546,0.7486800015416041,0.598312184304546,2,2
ISIC_0015416,0.7158868249862842,0.5574951171875,0.7158868249862842,0.5574951171875,0.7158868249862842,0.5574951171875,0.7158868249862842,0.5574951171875,2,2
ISIC_0014278,0.06696184872930187,0.03464072795732664,0.06551173653402707,0.033865150681582,0.06696184872930187,0.03464072795732664,0.06696184872930187,0.03464072795732664,1,2
ISIC_0012428,0.7657065094125652,0.6203601617052554,0.7654209135522839,0.6199853228962818,0.7657065094125652,0.6203601617052554,0.7657065094125652,0.6203601617052554,1,2
ISIC_0014077,0.5184079601990049,0.3498992612491605,0.5184314080238817,0.34992062522896566,0.5184079601990049,0.3498992612491605,0.5184079601990049,0.3498992612491605,0,0
ISIC_0015127,0.38851185207042394,0.2410888671875,0.38851185207042394,0.2410888671875,0.38851185207042394,0.2410888671875,0.38851185207042394,0.2410888671875,0,2
ISIC_0013030,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2
ISIC_0013045,0.07176526042894178,0.03721811403776813,0.07176526042894178,0.03721811403776813,0.07176526042894178,0.03721811403776813,0.07176526042894178,0.03721811403776813,2,2
ISIC_0012537,0.06531384961249483,0.03375940309461195,0.06541059367223605,0.03381109886071297,0.06531384961249483,0.03375940309461195,0.06531384961249483,0.03375940309461195,1,2
ISIC_0013708,0.8185751370060571,0.69287109375,0.06986684201874076,0.03619793884677625,0.8185751370060571,0.69287109375,0.8185751370060571,0.69287109375,1,1
ISIC_0013035,0.1076987799747581,0.05691418408181414,0.10651450309082264,0.0562531391260673,0.1076987799747581,0.05691418408181414,0.1076987799747581,0.05691418408181414,1,2
ISIC_0015967,0.36209137258822355,0.2210693359375,0.36210947263184207,0.22108282976255875,0.36209137258822355,0.2210693359375,0.36209137258822355,0.2210693359375,2,2
ISIC_0014936,0.34094476229051696,0.20550537109375,0.34094476229051696,0.20550537109375,0.34094476229051696,0.20550537109375,0.34094476229051696,0.20550537109375,2,2
ISIC_0014940,0.4018728053062817,0.25146484375,0.4018728053062817,0.25146484375,0.4018728053062817,0.25146484375,0.4018728053062817,0.25146484375,2,2
ISIC_0015179,0.3820448877805486,0.23612823674475955,0.3821478382147838,0.23620689655172414,0.3820448877805486,0.23612823674475955,0.3820448877805486,0.23612823674475955,2,2
ISIC_0014786,0.7110883845336899,0.55169677734375,0.7110883845336899,0.55169677734375,0.7110883845336899,0.55169677734375,0.7110883845336899,0.55169677734375,2,0
ISIC_0015244,0.5092579955416041,0.34161376953125,0.8773950163804229,0.7815705695083127,0.5092579955416041,0.34161376953125,0.5092579955416041,0.34161376953125,2,0
ISIC_0015936,0.06371191135734072,0.032904148783977114,0.08490226645880801,0.0443331246086412,0.06371191135734072,0.032904148783977114,0.06371191135734072,0.032904148783977114,2,2
ISIC_0015136,0.4433230183289693,0.2847880604318307,0.44313202514764716,0.28463044542339694,0.4433230183289693,0.2847880604318307,0.4433230183289693,0.2847880604318307,0,1
ISIC_0013416,0.026687598116169546,0.013524264120922832,0.02672147995889003,0.013541666666666667,0.026687598116169546,0.013524264120922832,0.026687598116169546,0.013524264120922832,2,2
ISIC_0015202,0.36158488585673054,0.22069186418962203,0.38657899825952424,0.2396020616085341,0.36158488585673054,0.22069186418962203,0.36158488585673054,0.22069186418962203,2,2
ISIC_0013678,0.19637173774665817,0.1088759484736192,0.22638680659670166,0.12764158918005072,0.19637173774665817,0.1088759484736192,0.19637173774665817,0.1088759484736192,0,2
ISIC_0015940,0.09765886287625418,0.051336146272855133,0.0947113722779122,0.04970972423802612,0.09765886287625418,0.051336146272855133,0.09765886287625418,0.051336146272855133,2,2
ISIC_0014780,0.3588921720839385,0.21868896484375,0.3588921720839385,0.21868896484375,0.3588921720839385,0.21868896484375,0.3588921720839385,0.21868896484375,2,2
ISIC_0014090,0.022569549212479632,0.01141357421875,0.022607749501299644,0.011433113230618732,0.022569549212479632,0.01141357421875,0.022569549212479632,0.01141357421875,2,2
ISIC_0014955,0.21791028506022783,0.12227795448984585,0.21789840854589057,0.12227047525842559,0.21791028506022783,0.12227795448984585,0.21791028506022783,0.12227795448984585,2,2
ISIC_0015976,0.069579771654014,0.03604384715427014,0.06923214179503956,0.03585731008563859,0.069579771654014,0.03604384715427014,0.069579771654014,0.03604384715427014,2,2
ISIC_0014863,0.7751271020727415,0.6328224776500638,0.7709388391118036,0.6272583201267828,0.7751271020727415,0.6328224776500638,0.7751271020727415,0.6328224776500638,2,2
ISIC_0015026,0.07666118807231745,0.03985838979429897,0.0767695738936495,0.0399169921875,0.07666118807231745,0.03985838979429897,0.07666118807231745,0.03985838979429897,2,2
ISIC_0014853,0.15193728498110654,0.08221435546875,0.15193728498110654,0.08221435546875,0.15193728498110654,0.08221435546875,0.15193728498110654,0.08221435546875,2,2
ISIC_0014652,0.16630812510342546,0.09069578557891887,0.036220190066343916,0.018444119795471146,0.16630812510342546,0.09069578557891887,0.16630812510342546,0.09069578557891887,1,1
ISIC_0016001,0.3025508556667743,0.17823853909073617,0.18562329390354868,0.10230692076228685,0.3025508556667743,0.17823853909073617,0.3025508556667743,0.17823853909073617,2,1
ISIC_0012493,0.1791727971227726,0.09840186748069671,0.1359068067610781,0.07290773189560103,0.1791727971227726,0.09840186748069671,0.1791727971227726,0.09840186748069671,2,2
ISIC_0013399,0.04927584484767771,0.025260283324799453,0.018418688230008983,0.00929494445703922,0.04927584484767771,0.025260283324799453,0.04927584484767771,0.025260283324799453,2,2
ISIC_0015008,0.8981334056031708,0.8151017647420525,0.8795678205216434,0.7850254898347767,0.8981334056031708,0.8151017647420525,0.8981334056031708,0.8151017647420525,2,0
ISIC_0016048,0.02545081720041011,0.012889431887599266,0.025527796261569174,0.01292892156862745,0.02545081720041011,0.012889431887599266,0.02545081720041011,0.012889431887599266,2,2
ISIC_0013159,0.19149641082274987,0.1058866634098681,0.19187783556489985,0.10611995104039168,0.19149641082274987,0.1058866634098681,0.19149641082274987,0.1058866634098681,2,1
ISIC_0014725,0.46899967294304534,0.30633544921875,0.46899967294304534,0.30633544921875,0.46899967294304534,0.30633544921875,0.46899967294304534,0.30633544921875,2,2
ISIC_0015949,0.02987622705932565,0.015164644714038129,0.029868942395611095,0.01516089108910891,0.02987622705932565,0.015164644714038129,0.02987622705932565,0.015164644714038129,2,2
ISIC_0015943,0.02401267674305217,0.012152242304607982,0.024072829473941466,0.012183055040197897,0.02401267674305217,0.012152242304607982,0.02401267674305217,0.012152242304607982,2,2
ISIC_0015390,0.84753631343861,0.73541259765625,0.84753631343861,0.73541259765625,0.84753631343861,0.73541259765625,0.84753631343861,0.73541259765625,2,0
ISIC_0015018,0.38313201949565584,0.23695937090432503,0.4067252579289263,0.2552762854950115,0.38313201949565584,0.23695937090432503,0.38313201949565584,0.23695937090432503,2,2
ISIC_0012803,0.0967760741561243,0.05084849598725724,0.09680429204571962,0.05086407647996078,0.0967760741561243,0.05084849598725724,0.0967760741561243,0.05084849598725724,2,1
ISIC_0014663,0.898,0.8148820326678766,0.6267851876816783,0.45643637256105046,0.898,0.8148820326678766,0.898,0.8148820326678766,0,2
ISIC_0015417,0.4951493007433539,0.3290354989953114,0.46761623219564635,0.3051560855840056,0.4951493007433539,0.3290354989953114,0.4951493007433539,0.3290354989953114,2,0
ISIC_0015312,0.5326885187175354,0.363037109375,0.5326885187175354,0.363037109375,0.5326885187175354,0.363037109375,0.5326885187175354,0.363037109375,2,2
ISIC_0015984,0.18670798516960876,0.10296630859375,0.18681136149714855,0.10302919262245022,0.18670798516960876,0.10296630859375,0.18670798516960876,0.10296630859375,2,2
ISIC_0014938,0.3197907048322561,0.19032789888257923,0.31975789905621665,0.19030465840405397,0.3197907048322561,0.19032789888257923,0.3197907048322561,0.19032789888257923,2,2
ISIC_0015946,0.04557268056814748,0.023317664522513607,0.045465508924264354,0.023261553649657554,0.04557268056814748,0.023317664522513607,0.04557268056814748,0.023317664522513607,2,2
ISIC_0015636,0.7879863885190117,0.650146484375,0.7879863885190117,0.650146484375,0.7879863885190117,0.650146484375,0.7879863885190117,0.650146484375,2,2
ISIC_0014772,0.5511262066499821,0.3803824799506477,0.48740436648628477,0.32223044658277816,0.5511262066499821,0.3803824799506477,0.5511262066499821,0.3803824799506477,0,2
ISIC_0013766,0.0732916322435973,0.03803981623277182,0.0732354502034318,0.03800954829232464,0.0732916322435973,0.03803981623277182,0.0732916322435973,0.03803981623277182,0,2
ISIC_0014798,0.4804303468744203,0.316162109375,0.4804303468744203,0.316162109375,0.4804303468744203,0.316162109375,0.4804303468744203,0.316162109375,2,2
ISIC_0015972,0.14037890892490298,0.07548790965999755,0.14043500599417708,0.0755203536562903,0.14037890892490298,0.07548790965999755,0.14037890892490298,0.07548790965999755,2,2
ISIC_0014409,0.07924995577569433,0.04125990053416836,0.07928735767801309,0.041280176915043924,0.07924995577569433,0.04125990053416836,0.07924995577569433,0.04125990053416836,1,2
ISIC_0015956,0.20970300278947657,0.11713308077722107,0.21158940397350992,0.11831142381040548,0.20970300278947657,0.11713308077722107,0.20970300278947657,0.11713308077722107,2,0
ISIC_0015130,0.48877000415071714,0.32342529296875,0.48877000415071714,0.32342529296875,0.48877000415071714,0.32342529296875,0.48877000415071714,0.32342529296875,2,2
ISIC_0015468,0.4980765337112776,0.33162577514154756,0.4970462415970666,0.3307129303334237,0.4980765337112776,0.33162577514154756,0.4980765337112776,0.33162577514154756,2,2
ISIC_0014876,0.578061469855288,0.40653056204648874,0.5797556719022687,0.40820840501351685,0.578061469855288,0.40653056204648874,0.578061469855288,0.40653056204648874,2,2
ISIC_0013230,0.6142771445710857,0.4432900432900433,0.06776448288117522,0.03507050889025138,0.6142771445710857,0.4432900432900433,0.6142771445710857,0.4432900432900433,2,2
ISIC_0014973,0.7952979327117957,0.6601615074024226,0.795813062066932,0.660871694417238,0.7952979327117957,0.6601615074024226,0.7952979327117957,0.6601615074024226,2,2
ISIC_0015955,0.41528464746387356,0.2620563035495716,0.415445813524789,0.26218466813617436,0.41528464746387356,0.2620563035495716,0.41528464746387356,0.2620563035495716,2,1
ISIC_0013588,0.13168086754453912,0.07048092868988391,0.23290062179557108,0.1317982591517995,0.13168086754453912,0.07048092868988391,0.13168086754453912,0.07048092868988391,0,1
ISIC_0015206,0.5351778656126482,0.365353480841878,0.4559498956158664,0.2952947539210384,0.5351778656126482,0.365353480841878,0.5351778656126482,0.365353480841878,0,2
ISIC_0016035,0.179805942995755,0.098783941362652,0.015017667844522967,0.0075656430796617715,0.179805942995755,0.098783941362652,0.179805942995755,0.098783941362652,2,1
ISIC_0016061,0.024549522312250573,0.012427303336394245,0.024553976413667977,0.012429586088660299,0.024549522312250573,0.012427303336394245,0.024549522312250573,0.012427303336394245,2,2
ISIC_0014749,0.5326228113384981,0.36297607421875,0.5326228113384981,0.36297607421875,0.5326228113384981,0.36297607421875,0.5326228113384981,0.36297607421875,2,2
ISIC_0016072,0.18844039753483982,0.10402108618364594,0.18857650850094454,0.10410404269676707,0.18844039753483982,0.10402108618364594,0.18844039753483982,0.10402108618364594,2,2
ISIC_0014948,0.844529073662682,0.73089599609375,0.844529073662682,0.73089599609375,0.844529073662682,0.73089599609375,0.844529073662682,0.73089599609375,2,2
ISIC_0014506,0.6719824254505512,0.5060041661561083,0.6720097640358015,0.5060351694136389,0.6719824254505512,0.5060041661561083,0.6719824254505512,0.5060041661561083,0,0
ISIC_0012207,0.13697318007662834,0.07352185089974293,0.22814814814814816,0.12876254180602006,0.13697318007662834,0.07352185089974293,0.13697318007662834,0.07352185089974293,1,1
ISIC_0015309,0.2572071589325903,0.14758332308449146,0.2565335898669232,0.14713996689350745,0.2572071589325903,0.14758332308449146,0.2572071589325903,0.14758332308449146,2,0
ISIC_0014854,0.6342683282624099,0.46441650390625,0.6342683282624099,0.46441650390625,0.6342683282624099,0.46441650390625,0.6342683282624099,0.46441650390625,2,2
ISIC_0014219,0.3133264462809917,0.18576590923010963,0.313439776778794,0.18584558823529412,0.3133264462809917,0.18576590923010963,0.3133264462809917,0.18576590923010963,0,2
ISIC_0015969,0.22862010221465076,0.1290632814002693,0.17541834968263129,0.0961416824794434,0.22862010221465076,0.1290632814002693,0.22862010221465076,0.1290632814002693,2,2
ISIC_0014833,0.909206179719043,0.8335270724992352,0.9128859640376242,0.839733398556928,0.909206179719043,0.8335270724992352,0.909206179719043,0.8335270724992352,2,1
ISIC_0014928,0.17336529349462065,0.09490966796875,0.17336529349462065,0.09490966796875,0.17336529349462065,0.09490966796875,0.17336529349462065,0.09490966796875,0,2
ISIC_0012967,0.2689140011492051,0.15534410267758353,0.21130757476533507,0.11813522089333658,0.2689140011492051,0.15534410267758353,0.2689140011492051,0.15534410267758353,2,2
ISIC_0014148,0.5254075655056537,0.3563069721606307,0.5256462677752033,0.35652656230740787,0.5254075655056537,0.3563069721606307,0.5254075655056537,0.3563069721606307,0,1
ISIC_0014251,0.011312217194570135,0.005688282138794084,0.14765252891812203,0.07971103220276723,0.011312217194570135,0.005688282138794084,0.011312217194570135,0.005688282138794084,1,0
ISIC_0015559,0.3649527030597685,0.22320620555914675,0.3638479031149188,0.22238024435968712,0.3649527030597685,0.22320620555914675,0.3649527030597685,0.22320620555914675,2,2
ISIC_0014963,0.8499613845397739,0.7390720390720391,0.7909582386586226,0.6542025792236407,0.8499613845397739,0.7390720390720391,0.8499613845397739,0.7390720390720391,0,0
ISIC_0014627,0.18931314582527492,0.10455322265625,0.18937593278425738,0.10459152521675419,0.18931314582527492,0.10455322265625,0.18931314582527492,0.10455322265625,1,1
ISIC_0015603,0.1317064826957067,0.07049560546875,0.1317064826957067,0.07049560546875,0.1317064826957067,0.07049560546875,0.1317064826957067,0.07049560546875,2,2
ISIC_0015945,0.04714251265975404,0.024140272890041364,0.04713682941531043,0.02413729242545836,0.04714251265975404,0.024140272890041364,0.04714251265975404,0.024140272890041364,2,2
ISIC_0015419,0.4728368131297393,0.30961773908311796,0.4280012943587531,0.27226567860573625,0.4728368131297393,0.30961773908311796,0.4728368131297393,0.30961773908311796,2,2
ISIC_0013908,0.3448770002388345,0.20836940836940837,0.2501746279082263,0.14297119695387828,0.3448770002388345,0.20836940836940837,0.3448770002388345,0.20836940836940837,0,0
ISIC_0016009,0.10659398016586441,0.056297476108796866,0.10632882101122296,0.05614956925520865,0.10659398016586441,0.056297476108796866,0.10659398016586441,0.056297476108796866,2,2
ISIC_0013897,0.06130497131931166,0.03162177155889786,0.06134529147982063,0.03164322723908216,0.06130497131931166,0.03162177155889786,0.06130497131931166,0.03162177155889786,2,2
ISIC_0015544,0.3626381564689735,0.22147710226771375,0.30363175675675674,0.17898929549414985,0.3626381564689735,0.22147710226771375,0.3626381564689735,0.22147710226771375,2,0
ISIC_0014631,0.048129616392661424,0.024658203125,0.048129616392661424,0.024658203125,0.048129616392661424,0.024658203125,0.048129616392661424,0.024658203125,1,1
ISIC_0014567,0.1841959436994348,0.1014404296875,0.1841959436994348,0.1014404296875,0.1841959436994348,0.1014404296875,0.1841959436994348,0.1014404296875,1,1
ISIC_0012265,0.8935045573137261,0.8075085742283195,0.8947635649730901,0.8095675609457308,0.8935045573137261,0.8075085742283195,0.8935045573137261,0.8075085742283195,1,1
ISIC_0013164,0.021409132143937103,0.010820393691160288,0.021416903623933694,0.01082436399217221,0.021409132143937103,0.010820393691160288,0.021409132143937103,0.010820393691160288,2,2
ISIC_0015155,0.4142469996128533,0.26123046875,0.4142469996128533,0.26123046875,0.4142469996128533,0.26123046875,0.4142469996128533,0.26123046875,2,2
ISIC_0012425,0.032946552035110925,0.01674919004829146,0.03400558485882718,0.017296887822738465,0.032946552035110925,0.01674919004829146,0.032946552035110925,0.01674919004829146,0,2
ISIC_0015962,0.04244574039559911,0.021683046683046683,0.042461057316413066,0.021691040924173528,0.04244574039559911,0.021683046683046683,0.04244574039559911,0.021683046683046683,2,2
ISIC_0015944,0.11473820297349709,0.060860620606891826,0.1054421768707483,0.05565529622980251,0.11473820297349709,0.060860620606891826,0.11473820297349709,0.060860620606891826,2,2
ISIC_0015149,0.8373683736837368,0.7202353305465242,0.8333633579535219,0.7143298332303891,0.8373683736837368,0.7202353305465242,0.8373683736837368,0.7202353305465242,2,1
ISIC_0013070,0.07332955832389582,0.03806024981631154,0.0754993885038728,0.039230638874766986,0.07332955832389582,0.03806024981631154,0.07332955832389582,0.03806024981631154,2,2
ISIC_0014768,0.19968130117039398,0.11091441826394824,0.2118417462482947,0.11846923828125,0.19968130117039398,0.11091441826394824,0.19968130117039398,0.11091441826394824,2,2
ISIC_0016040,0.06632926466210182,0.03430225397216406,0.06645984965994511,0.0343721073742672,0.06632926466210182,0.03430225397216406,0.06632926466210182,0.03430225397216406,2,0
ISIC_0012356,0.3987127076628686,0.2489951113525258,0.6669129417559414,0.5002771106595234,0.3987127076628686,0.2489951113525258,0.3987127076628686,0.2489951113525258,0,0
ISIC_0015485,0.7647768395657418,0.619140625,0.7647768395657418,0.619140625,0.7647768395657418,0.619140625,0.7647768395657418,0.619140625,2,2
ISIC_0013636,0.6118906408216404,0.44080867027928305,0.5690765343548781,0.39769879243563455,0.6118906408216404,0.44080867027928305,0.6118906408216404,0.44080867027928305,0,1
ISIC_0015965,0.06180074587107086,0.03188565145684442,0.06183368869936034,0.0319031903190319,0.06180074587107086,0.03188565145684442,0.06180074587107086,0.03188565145684442,2,2
ISIC_0014941,0.8890098920047191,0.8001960463976474,0.8927850192766661,0.8063339413032664,0.8890098920047191,0.8001960463976474,0.8890098920047191,0.8001960463976474,2,2
ISIC_0015978,0.06281287246722289,0.03242478311696302,0.15837759536455817,0.08599895123230204,0.06281287246722289,0.03242478311696302,0.06281287246722289,0.03242478311696302,2,1
ISIC_0015964,0.05654637637936177,0.02909581977779142,0.05659363620082383,0.02912084536462493,0.05654637637936177,0.02909581977779142,0.05654637637936177,0.02909581977779142,2,2
ISIC_0015566,0.4154575211295129,0.26219399395695875,0.41618778611084056,0.26277596703769757,0.4154575211295129,0.26219399395695875,0.4154575211295129,0.26219399395695875,2,2
ISIC_0014590,0.2818132168214091,0.16401780038143673,0.03973827960861997,0.020271925526702598,0.2818132168214091,0.16401780038143673,0.2818132168214091,0.16401780038143673,1,1
ISIC_0015983,0.3998435054773083,0.24987775061124695,0.39990217657128885,0.24992358011860366,0.3998435054773083,0.24987775061124695,0.3998435054773083,0.24987775061124695,2,0
ISIC_0016023,0.257514058561179,0.1477854440240374,0.07795714705019079,0.04055952599108179,0.257514058561179,0.1477854440240374,0.257514058561179,0.1477854440240374,2,1
